event_name,days_since_onsale,daily_tickets,tier,day_of_week,giveaway,theme
CAV23_23_0306 - Cavaliers vs. Boston Celtics,50.0,4,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,53.0,2,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,55.0,2,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,57.0,3,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,61.0,2,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,62.0,1,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,63.0,1,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,64.0,5,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,68.0,5,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,69.0,2,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,70.0,10,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,71.0,6,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,73.0,15,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,74.0,4,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,75.0,5,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,76.0,3,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,77.0,4,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,78.0,8,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,79.0,9,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,80.0,17,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,81.0,8,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,82.0,1,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,84.0,18,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,85.0,1,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,86.0,4,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,87.0,6,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,88.0,2,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,89.0,8,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,90.0,6,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,91.0,6,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,92.0,3,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,93.0,9,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,94.0,8,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,95.0,12,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,96.0,10,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,97.0,7,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,98.0,5,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,99.0,25,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,102.0,3,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,103.0,13,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,104.0,8,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,105.0,1,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,106.0,11,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,107.0,14,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,108.0,4,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,109.0,33,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,110.0,20,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,111.0,22,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,112.0,11,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,113.0,23,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,114.0,21,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,115.0,10,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,116.0,8,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,117.0,6,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,118.0,29,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,119.0,15,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,120.0,31,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,121.0,35,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,122.0,24,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,123.0,27,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,124.0,13,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,125.0,5,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,126.0,15,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,127.0,25,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,128.0,8,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,129.0,6,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,130.0,9,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,131.0,9,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,132.0,28,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,133.0,6,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,134.0,19,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,135.0,5,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,136.0,21,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,137.0,11,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,138.0,16,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,139.0,26,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,140.0,8,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,141.0,15,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,142.0,33,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,143.0,4,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,144.0,14,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,145.0,31,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,146.0,21,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,148.0,34,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,149.0,47,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,150.0,27,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,151.0,11,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,152.0,10,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,153.0,25,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,154.0,46,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,155.0,18,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,156.0,25,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,157.0,9,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,158.0,7,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,159.0,15,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,160.0,33,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,161.0,11,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,162.0,21,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,163.0,29,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,164.0,14,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,165.0,22,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,166.0,25,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,167.0,15,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,168.0,17,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,169.0,21,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,170.0,12,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,171.0,44,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,172.0,19,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,173.0,40,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,174.0,49,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,175.0,55,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,176.0,62,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,177.0,34,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,178.0,6,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,179.0,7,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,180.0,42,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,181.0,43,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,182.0,22,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,183.0,18,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,184.0,30,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,185.0,21,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,186.0,33,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,187.0,47,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,188.0,53,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,189.0,35,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,190.0,52,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,191.0,32,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,192.0,36,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,193.0,51,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics,194.0,173,Tier B,Monday,nan,Mental Health Awareness Night
CAV23_23_0306 - Cavaliers vs. Boston Celtics Total,,2553,,,,
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,-1.0,4,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,0.0,7,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,8.0,4,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,19.0,6,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,35.0,2,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,39.0,4,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,40.0,4,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,41.0,2,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,46.0,2,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,48.0,15,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,49.0,6,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,50.0,1,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,53.0,4,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,55.0,6,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,56.0,2,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,60.0,5,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,61.0,12,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,63.0,8,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,65.0,6,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,70.0,5,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,71.0,2,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,72.0,1,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,74.0,2,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,75.0,2,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,76.0,1,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,81.0,1,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,83.0,3,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,85.0,4,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,86.0,4,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,88.0,5,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,89.0,4,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,92.0,8,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,93.0,4,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,94.0,1,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,96.0,2,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,99.0,1,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,100.0,3,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,101.0,7,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,103.0,7,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,105.0,7,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,109.0,3,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,110.0,7,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,111.0,4,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,112.0,2,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,115.0,6,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,116.0,3,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,120.0,18,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,121.0,2,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,122.0,9,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,123.0,6,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,125.0,1,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,127.0,6,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,128.0,6,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,130.0,4,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,131.0,2,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,132.0,3,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,134.0,2,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,136.0,1,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,138.0,4,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,139.0,9,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,140.0,7,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,141.0,4,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,142.0,10,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,143.0,6,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,145.0,1,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,146.0,11,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,147.0,2,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,148.0,10,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,149.0,12,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,150.0,5,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,151.0,3,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,152.0,10,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,153.0,18,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,154.0,9,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,155.0,9,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,156.0,12,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,157.0,19,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,158.0,10,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,159.0,10,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,160.0,7,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,161.0,5,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,162.0,5,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,163.0,6,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,164.0,1,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,165.0,7,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,166.0,14,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,167.0,22,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,168.0,22,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,169.0,20,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,170.0,18,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,171.0,8,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,172.0,31,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,173.0,17,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,174.0,23,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,175.0,29,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,176.0,51,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,177.0,47,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,178.0,3,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,179.0,10,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,180.0,11,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,181.0,49,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,182.0,37,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,183.0,33,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,184.0,29,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,185.0,54,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,186.0,27,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,187.0,72,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,188.0,37,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,189.0,56,Tier B,Wednesday,Unknown,Unknown
CAV23_23_0315 - Cavaliers vs. Philadelphia 76ers,190.0,54,Tier B,Wednesday,Unknown,Unknown
